rank,word,frequency,cumulative_coverage_percent
4171,msutah,1,98.4969
4172,jungle,1,98.4998
4173,payday,1,98.5027
4174,k's,1,98.5056
4175,result,1,98.5085
4176,mothas,1,98.5114
4177,ok'd,1,98.5143
4178,sayn,1,98.5172
4179,whewwwwww,1,98.5201
4180,chattin,1,98.523
4181,evah,1,98.5259
4182,wrecked,1,98.5288
4183,bike,1,98.5317
4184,oil,1,98.5346
4185,slick,1,98.5375
4186,aligator,1,98.5404
4187,sox,1,98.5433
4188,crust,1,98.5462
4189,snowy,1,98.5491
4190,ohwa,1,98.552
4191,caca,1,98.5549
4192,underwear,1,98.5578
4193,stans,1,98.5607
4194,clown,1,98.5636
4195,whuuped,1,98.5665
4196,mmmmmm,1,98.5694
4197,whipped,1,98.5723
4198,creme,1,98.5752
4199,leg,1,98.5781
4200,wuuppin,1,98.581
4201,bagels,1,98.5839
4202,items,1,98.5868
4203,whupped,1,98.5897
4204,extras,1,98.5926
4205,pumpkins,1,98.5955
4206,prep,1,98.5984
4207,halloween,1,98.6013
4208,youve,1,98.6042
4209,appears,1,98.6071
4210,estra,1,98.61
4211,toy,1,98.6129
4212,downy,1,98.6158
4213,canned,1,98.6187
4214,invention,1,98.6216
4215,bagel,1,98.6245
4216,mising,1,98.6274
4217,stores,1,98.6303
4218,trolls,1,98.6332
4219,steal,1,98.6361
4220,cnnecticut,1,98.639
4221,softner,1,98.6419
4222,rashes,1,98.6448
4223,allergies,1,98.6477
4224,itches,1,98.6506
4225,pull,1,98.6536
4226,sheet,1,98.6565
4227,wheres,1,98.6594
4228,connecticutt,1,98.6623
4229,cottons,1,98.6652
4230,collect,1,98.6681
4231,dirt,1,98.671
4232,sneezed,1,98.6739
4233,lavendar,1,98.6768
4234,border,1,98.6797
4235,ri,1,98.6826
4236,vent,1,98.6855
4237,cotton,1,98.6884
4238,tighty,1,98.6913
4239,whiteys,1,98.6942
4240,exwife,1,98.6971
4241,femine,1,98.7
4242,flavor,1,98.7029
4243,specially,1,98.7058
4244,towels,1,98.7087
4245,whistles,1,98.7116
4246,affair,1,98.7145
4247,drank,1,98.7174
4248,flavors,1,98.7203
4249,jerimiah,1,98.7232
4250,johnson,1,98.7261
4251,gettin,1,98.729
4252,savvy,1,98.7319
4253,bummer,1,98.7348
4254,dyslexic,1,98.7377
4255,nitty,1,98.7406
4256,gritty,1,98.7435
4257,bikes,1,98.7464
4258,safe,1,98.7493
4259,dogs,1,98.7522
4260,gator,1,98.7551
4261,politely,1,98.758
4262,bull,1,98.7609
4263,limit,1,98.7638
4264,brightened,1,98.7667
4265,blech,1,98.7696
4266,pal,1,98.7725
4267,caiuse,1,98.7754
4268,hartford,1,98.7783
4269,affari,1,98.7812
4270,foxwoods,1,98.7841
4271,coast,1,98.787
4272,bother,1,98.7899
4273,asks,1,98.7928
4274,plenaty,1,98.7957
4275,indiantown,1,98.7986
4276,roller,1,98.8015
4277,sister,1,98.8044
4278,refrains,1,98.8073
4279,comenting,1,98.8102
4280,fisher,1,98.8132
4281,boing,1,98.8161
4282,fishercats,1,98.819
4283,tooooooooooo,1,98.8219
4284,refill,1,98.8248
4285,itself,1,98.8277
4286,tazzmaniane,1,98.8306
4287,chit,1,98.8335
4288,byeeeeeeeeeeeee,1,98.8364
4289,misty,1,98.8393
4290,hop,1,98.8422
4291,arround,1,98.8451
4292,grin,1,98.848
4293,delivers,1,98.8509
4294,possum,1,98.8538
4295,bred,1,98.8567
4296,rats,1,98.8596
4297,fishers,1,98.8625
4298,vanished,1,98.8654
4299,samn,1,98.8683
4300,sunset,1,98.8712
4301,bright,1,98.8741
4302,blessings,1,98.877
4303,geographic,1,98.8799
4304,rolled,1,98.8828
4305,nuff,1,98.8857
4306,petunias,1,98.8886
4307,rose,1,98.8915
4308,pedals,1,98.8944
4309,ruth,1,98.8973
4310,republican,1,98.9002
4311,ltr,1,98.9031
4312,camel,1,98.906
4313,senor,1,98.9089
4314,everone,1,98.9118
4315,o's,1,98.9147
4316,kinky,1,98.9176
4317,super,1,98.9205
4318,holdin,1,98.9234
4319,holds,1,98.9263
4320,loveliest,1,98.9292
4321,string,1,98.9321
4322,correction,1,98.935
4323,courst,1,98.9379
4324,ooperative,1,98.9408
4325,degrees,1,98.9437
4326,sposs,1,98.9466
4327,tah,1,98.9495
4328,eastern,1,98.9524
4329,grew,1,98.9553
4330,oc,1,98.9582
4331,cow,1,98.9611
4332,endless,1,98.964
4333,hub,1,98.9669
4334,further,1,98.9698
4335,growing,1,98.9728
4336,above,1,98.9757
4337,level,1,98.9786
4338,houses,1,98.9815
4339,unreal,1,98.9844
4340,footprints,1,98.9873
4341,stationed,1,98.9902
4342,elevation,1,98.9931
4343,progressive,1,98.996
4344,maniacal,1,98.9989
4345,price,1,99.0018
4346,splains,1,99.0047
4347,commanded,1,99.0076
4348,seagulls,1,99.0105
4349,distance,1,99.0134
4350,spaces,1,99.0163
4351,faint,1,99.0192
4352,yards,1,99.0221
4353,soothing,1,99.025
4354,refer,1,99.0279
4355,polllution,1,99.0308
4356,floating,1,99.0337
4357,bumper,1,99.0366
4358,bumber,1,99.0395
4359,mena,1,99.0424
4360,dated,1,99.0453
4361,couple,1,99.0482
4362,lapd,1,99.0511
4363,chp,1,99.054
4364,surf,1,99.0569
4365,waters,1,99.0598
4366,bikini,1,99.0627
4367,gritt,1,99.0656
4368,balance,1,99.0685
4369,trailer,1,99.0714
4370,coastal,1,99.0743
4371,earplugs,1,99.0772
4372,buses,1,99.0801
4373,brakes,1,99.083
4374,cheeeez,1,99.0859
4375,vroooom,1,99.0888
4376,visual,1,99.0917
4377,suffers,1,99.0946
4378,hazy,1,99.0975
4379,shades,1,99.1004
4380,salvation,1,99.1033
4381,thot,1,99.1062
4382,following,1,99.1091
4383,sw,1,99.112
4384,excitement,1,99.1149
4385,riverside,1,99.1178
4386,planned,1,99.1207
4387,opener,1,99.1236
4388,g,1,99.1265
4389,acid,1,99.1295
4390,metal,1,99.1324
4391,sf,1,99.1353
4392,snorts,1,99.1382
4393,tracey,1,99.1411
4394,insanity,1,99.144
4395,wide,1,99.1469
4396,akron,1,99.1498
4397,keys,1,99.1527
4398,sticking,1,99.1556
4399,yucky,1,99.1585
4400,somewhere,1,99.1614
4401,plows,1,99.1643
4402,salt,1,99.1672
4403,roads,1,99.1701
4404,trashed,1,99.173
4405,contagious,1,99.1759
4406,built,1,99.1788
4407,particular,1,99.1817
4408,dd,1,99.1846
4409,society,1,99.1875
4410,stinky,1,99.1904
4411,husteling,1,99.1933
4412,mess,1,99.1962
4413,teo,1,99.1991
4414,million,1,99.202
4415,base,1,99.2049
4416,lovers,1,99.2078
4417,byes,1,99.2107
4418,distracted,1,99.2136
4419,withing,1,99.2165
4420,decades,1,99.2194
4421,stares,1,99.2223
4422,hrs,1,99.2252
4423,punishment,1,99.2281
4424,rememberer,1,99.231
4425,ontrobution,1,99.2339
4426,sux,1,99.2368
4427,contribute,1,99.2397
4428,lpn,1,99.2426
4429,overtime,1,99.2455
4430,rn's,1,99.2484
4431,kitty,1,99.2513
4432,bunch,1,99.2542
4433,outlook,1,99.2571
4434,interview,1,99.26
4435,puhleaze,1,99.2629
4436,option,1,99.2658
4437,impaired,1,99.2687
4438,asthma,1,99.2716
4439,yout,1,99.2745
4440,muscle,1,99.2774
4441,disease,1,99.2803
4442,numb,1,99.2832
4443,peppersteak,1,99.2861
4444,brunswick,1,99.2891
4445,rub,1,99.292
4446,awsome,1,99.2949
4447,thah,1,99.2978
4448,mahn,1,99.3007
4449,goodnite,1,99.3036
4450,coupons,1,99.3065
4451,especially,1,99.3094
4452,soy,1,99.3123
4453,foothills,1,99.3152
4454,claire,1,99.3181
4455,danes,1,99.321
4456,sec,1,99.3239
4457,nbc,1,99.3268
4458,reminded,1,99.3297
4459,deleware,1,99.3326
4460,steve,1,99.3355
4461,martin,1,99.3384
4462,pppppppppppew,1,99.3413
4463,lonley,1,99.3442
4464,blondes,1,99.3471
4465,soup,1,99.35
4466,assholes,1,99.3529
4467,lonely,1,99.3558
4468,switch,1,99.3587
4469,former,1,99.3616
4470,imaginary,1,99.3645
4471,msners,1,99.3674
4472,tickets,1,99.3703
4473,nails,1,99.3732
4474,decided,1,99.3761
4475,prittier,1,99.379
4476,vega,1,99.3819
4477,lambergini,1,99.3848
4478,recognize,1,99.3877
4479,pigs,1,99.3906
4480,wheels,1,99.3935
4481,leading,1,99.3964
4482,bitdh,1,99.3993
4483,bishes,1,99.4022
4484,lamborgini,1,99.4051
4485,title,1,99.408
4486,borat,1,99.4109
4487,wheel,1,99.4138
4488,peddle,1,99.4167
4489,lamborghini,1,99.4196
4490,poof,1,99.4225
4491,perfectionist,1,99.4254
4492,pepper,1,99.4283
4493,drawn,1,99.4312
4494,magnet,1,99.4341
4495,moths,1,99.437
4496,chatroom,1,99.4399
4497,combo,1,99.4428
4498,ciara,1,99.4458
4499,chamillionaire,1,99.4487
4500,periodically,1,99.4516
4501,nova,1,99.4545
4502,mofo,1,99.4574
4503,admit,1,99.4603
4504,schedule,1,99.4632
4505,trapped,1,99.4661
4506,controllin,1,99.469
4507,streetcar,1,99.4719
4508,named,1,99.4748
4509,leash,1,99.4777
4510,glorious,1,99.4806
4511,hahahah,1,99.4835
4512,moves,1,99.4864
4513,acros,1,99.4893
4514,honest,1,99.4922
4515,honesty,1,99.4951
4516,dustin,1,99.498
4517,stealing,1,99.5009
4518,whisperer,1,99.5038
4519,roomies,1,99.5067
4520,sips,1,99.5096
4521,beckley,1,99.5125
4522,clay,1,99.5154
4523,homework,1,99.5183
4524,fetish,1,99.5212
4525,helpful,1,99.5241
4526,holiday,1,99.527
4527,clinicals,1,99.5299
4528,whenever,1,99.5328
4529,waking,1,99.5357
4530,surgery,1,99.5386
4531,wakes,1,99.5415
4532,evertonr,1,99.5444
4533,coolcat,1,99.5473
4534,prays,1,99.5502
4535,bacl,1,99.5531
4536,tabbed,1,99.556
4537,ahhahahaha,1,99.5589
4538,spirits,1,99.5618
4539,body,1,99.5647
4540,immediate,1,99.5676
4541,hardly,1,99.5705
4542,iggy'd,1,99.5734
4543,litening,1,99.5763
4544,fergie,1,99.5792
4545,fergalicious,1,99.5821
4546,aaahhhh,1,99.585
4547,hhaaaaatttee,1,99.5879
4548,downloaded,1,99.5908
4549,ringtones,1,99.5937
4550,overplaying,1,99.5966
4551,radio,1,99.5995
4552,dl,1,99.6024
4553,akon,1,99.6054
4554,idiot,1,99.6083
4555,yoll,1,99.6112
4556,mooooooooooooooooooooooooooo,1,99.6141
4557,irl,1,99.617
4558,boom,1,99.6199
4559,hgfhgfjgf,1,99.6228
4560,keyboard,1,99.6257
4561,fkajslf,1,99.6286
4562,qwertyuiop,1,99.6315
4563,richard,1,99.6344
4564,joe,1,99.6373
4565,web,1,99.6402
4566,images,1,99.6431
4567,news,1,99.646
4568,maps,1,99.6489
4569,books,1,99.6518
4570,froogle,1,99.6547
4571,groups,1,99.6576
4572,mature,1,99.6605
4573,lee,1,99.6634
4574,flippin,1,99.6663
4575,paste,1,99.6692
4576,page,1,99.6721
4577,pokkies,1,99.675
4578,checking,1,99.6779
4579,chop,1,99.6808
4580,de,1,99.6837
4581,finers,1,99.6866
4582,typr,1,99.6895
4583,throws,1,99.6924
4584,poll,1,99.6953
4585,fries,1,99.6982
4586,boed,1,99.7011
4587,anyhow,1,99.704
4588,fraggle,1,99.7069
4589,pwns,1,99.7098
4590,luv,1,99.7127
4591,wheeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1,99.7156
4592,talkiing,1,99.7185
4593,tab,1,99.7214
4594,poeple,1,99.7243
4595,zombie,1,99.7272
4596,yeh,1,99.7301
4597,reschedual,1,99.733
4598,sexi,1,99.7359
4599,bois,1,99.7388
4600,atl,1,99.7417
4601,aim,1,99.7446
4602,bes,1,99.7475
4603,hav,1,99.7504
4604,drags,1,99.7533
4605,waddles,1,99.7562
4606,bbbbbyyyyyyyeeeeeeeee,1,99.7591
4607,salisbury,1,99.762
4608,north,1,99.765
4609,bied,1,99.7679
4610,burryed,1,99.7708
4611,goths,1,99.7737
4612,baord,1,99.7766
4613,telllin,1,99.7795
4614,yap,1,99.7824
4615,ballin,1,99.7853
4616,confusing,1,99.7882
4617,freesbee,1,99.7911
4618,sincy,1,99.794
4619,scott,1,99.7969
4620,computor,1,99.7998
4621,cusion,1,99.8027
4622,latins,1,99.8056
4623,latina,1,99.8085
4624,louisville,1,99.8114
4625,lag,1,99.8143
4626,uhhh,1,99.8172
4627,stubborn,1,99.8201
4628,tenn,1,99.823
4629,pure,1,99.8259
4630,bliss,1,99.8288
4631,adreniline,1,99.8317
4632,boost,1,99.8346
4633,senseless,1,99.8375
4634,apocalypse,1,99.8404
4635,hammock,1,99.8433
4636,temples,1,99.8462
4637,listens,1,99.8491
4638,peeps,1,99.852
4639,hahaaaa,1,99.8549
4640,mspace,1,99.8578
4641,aussies,1,99.8607
4642,currious,1,99.8636
4643,insuklting,1,99.8665
4644,chatt,1,99.8694
4645,erotic,1,99.8723
4646,peoples,1,99.8752
4647,sexual,1,99.8781
4648,attempted,1,99.881
4649,flooder,1,99.8839
4650,removes,1,99.8868
4651,wildcard,1,99.8897
4652,e'wjfghky,1,99.8926
4653,gals,1,99.8955
4654,msg,1,99.8984
4655,holocaustyourmom,1,99.9013
4656,woah,1,99.9042
4657,ussy,1,99.9071
4658,marlaya,1,99.91
4659,drawers,1,99.9129
4660,amazingness,1,99.9158
4661,nevermind,1,99.9187
4662,jason,1,99.9217
4663,david,1,99.9246
4664,yarrrr,1,99.9275
4665,booyah,1,99.9304
4666,lampert,1,99.9333
4667,meh,1,99.9362
4668,humple,1,99.9391
4669,heys,1,99.942
4670,cramps,1,99.9449
4671,ovr,1,99.9478
4672,apple,1,99.9507
4673,fantastical,1,99.9536
4674,hhehe,1,99.9565
4675,lisa,1,99.9594
4676,supreme,1,99.9623
4677,pounds,1,99.9652
4678,fot,1,99.9681
4679,brwn,1,99.971
4680,coughs,1,99.9739
4681,hahhaa,1,99.9768
4682,bloooooooooooood,1,99.9797
4683,bloooooooood,1,99.9826
4684,bloooooooooood,1,99.9855
4685,dipset,1,99.9884
4686,birdgang,1,99.9913
4687,baaaaalllllllliiiiiiinnnnnnnnnnn,1,99.9942
4688,hurr,1,99.9971
4689,nicks,1,100.0
